"t","rms","rmsQ","dp","logrms","logrmsQ","logdp"
"40",0.0143225908199649,0.0351460902853531,2,-1.84397841519568,-1.45412297966083,0.301029995663981
"40",0.118516594853194,0.0457952468332659,1.5,-0.926220834897961,-1.33917959582163,0.176091259055681
"40",0.0319113062255141,0.0300665269805964,1,-1.4960554184664,-1.52191673486166,0
"40",0.0633455758219902,0.0338238954055265,0.8,-1.19828371169123,-1.47077637735023,-0.0969100130080564
"40",0.0174551119215458,0.0250505133160752,0.5,-1.75807736216038,-1.60118337047319,-0.301029995663981
"40",0.00355440585183459,0.0231231593061001,0.4,-2.44923298476117,-1.63595282875198,-0.397940008672038
"40",0.0238049571748501,0.0163499644571115,0.3,-1.62333259548512,-1.78648318710749,-0.522878745280338
"40",0.00733965297935764,0.01627822413115,0.2,-2.13432447315107,-1.78839297611207,-0.698970004336019
